Unnamed: 0,source,question,answer,img_id,abnormility_location,abnormility_color
8210,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm0s567071u1ep0fwvf,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,white; pink; red
8242,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm0s56b071ucja7f2bl,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8245,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s56f071u6z4x5v2k,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
8272,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s56j071uevs5f59z,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
8277,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s56n071u59x1e4fa,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8302,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s56r071u92oy36ol,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8320,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s56v071u7cwvakrg,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8337,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s56z071uejuucfjw,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
8353,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s573071uboxn339w,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; yellow
8368,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s577071u0wnkg8sk,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8394,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s57b071u12v541lw,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
8397,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm1s57f071ubbs03fi2,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8428,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s57j071uewq2hozf,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
8445,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s57n071ufhsm9vri,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
8459,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s57r071uf58bcj96,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white; yellow
8477,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s57v071u2vobeeor,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8490,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s57z071uewjf8x03,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8502,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s583071udee247gq,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; green; white
8525,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s587071u5rub5yy5,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8532,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s58b071uc7pvb8v5,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; white; yellow; red
8557,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s58f071ug6yfd155,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8581,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm2s58j071udmuf4j00,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; green; brown
8590,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s58n071ucq812p13,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; black
8609,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s58r071u0xv040pb,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8617,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s58v071u2hykeacd,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
8646,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s58z071ugcg9by1f,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
8662,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s593071uczd0d0bf,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8678,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s597071ugbnr1100,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
8694,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s59b071uezzp36cf,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8712,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s59f071ucoov917k,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
8719,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s59j071ufowzddjs,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
8747,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm3s59n071u5g9p1bll,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; grey
8756,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s59r071u3r8o1qbf,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; orange; white
8779,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s59v071u2nxhcgt2,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white; brown
8798,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s59z071uc73c9xe5,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
8804,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5a3071u38qc4lxj,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8835,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5a7071uedgy8hov,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow
8853,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5ab071u7i219k5t,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
8863,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5af071u73oz3q14,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; brown
8876,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5aj071u7scsdwmm,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
8890,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5an071u7a4o4mv5,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
8913,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5ar071u8dv39r4f,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8927,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm4s5av071uaaahh9j3,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8944,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5az071ue4o4fgse,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
8965,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5b3071uc8r7gnts,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
8978,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5b7071ubt3dd1vj,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9002,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5bb071u0cc7gqjg,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9024,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5bf071u6yppfvdo,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9026,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5bj071ubj8qhjyk,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; green; yellow; white
9046,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5bn071u010n5jb7,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
9073,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5br071uapqa4zrj,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
9086,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5bv071u5q119mtp,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9106,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm5s5bz071u7e4e3kqi,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
9115,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5c3071u9rg73gh5,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; white; yellow
9135,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5c7071u8qxfg8mk,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,yellow; white; pink; red
9144,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cb071u6dbacwxh,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9166,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cf071u06wmfvg9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9182,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cj071ucvqjgfy5,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9197,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cn071u175vd987,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9227,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cr071u9vxofbw4,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9244,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cv071u72qtfz4h,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9251,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5cz071udwjhayjc,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9273,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5d3071ue18mak4h,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9291,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5d7071ubncv3h34,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
9313,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm6s5db071u99xohsru,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
9317,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5df071u8qclbgm9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; black
9332,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5dj071uewzs3j6l,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9351,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5dn071u46i6bvar,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
9377,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5dr071u1xygbumv,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
9384,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5dv071u6flka5po,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; white; grey
9404,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5dz071u7v9a7lgv,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
9432,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5e3071ug5mm5a28,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
9436,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5e7071u45cwfvua,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9465,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5eb071u1vrd4xjm,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9471,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5ef071u69bx0un4,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; white
9500,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm7s5ej071ucq1vab9h,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white; yellow
9506,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5en071u9fhm2284,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9526,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5er071u33i1h1yg,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9545,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5ev071uda60flrc,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9567,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5ez071u424s0vjg,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9581,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5f3071ugiqd2fod,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9591,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5f7071udu39h5l0,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9609,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5fb071u0bn7dy4k,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9633,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5ff071u0ga37r2p,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
9639,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5fj071u2tqu57bx,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,white; pink; red
9659,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5fn071u32oc67ik,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; white
9686,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5fr071udxew39tr,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; green; white
9702,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm8s5fv071uhwqz7yqq,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
9714,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5fz071u2kapfby0,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
9737,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5g3071u29zr9o3n,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow; grey
9746,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5g7071uay192fb7,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9758,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gb071ubukj4rn3,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
9788,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gf071udqs442df,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white; purple
9800,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gj071udvwndv0s,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9814,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gn071u2yjzh6u7,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white; red
9824,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gr071u949bgib3,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white; grey
9846,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gv071ucr51e9hs,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
9874,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5gz071uaot51f4q,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9878,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5h3071ugeql71t8,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
9896,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5h7071ud7kg0v0m,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
9924,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gm9s5hb071u7ap0dcxl,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9929,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5hf071u8wl4hv2g,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9945,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5hj071u4wazety8,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
9965,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5hn071u5m0l1bk6,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow
9988,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5hr071uh5ftaiov,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow
10001,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5hv071u5cph9r7y,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
10027,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5hz071u3wcp2jiq,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
10038,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5i3071u7q9ra7of,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
10055,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5i7071u1ml8blal,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
10072,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5ib071uajh4a5uu,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
10089,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5if071uey8f56yv,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
10102,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmas5ij071uftgg5dws,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
10115,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5in071u7b4zc3oz,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
10141,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5ir071u0wut6edt,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; white
10159,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5iv071u45v7fxxz,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
10174,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5iz071u8fnyfshw,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; yellow
10197,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5j3071u80u3fjlb,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
10211,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5j7071u8ip985x7,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
10225,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5jb071u783p16d5,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; green; white; grey
10235,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5jf071u67p08abp,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
10264,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5jj071uhbn0b19h,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
10272,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5jn071ud35odvxh,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
10292,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5jr071u0j9f6bnj,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; yellow; white
10307,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmbs5jv071u2nr79rfo,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
10326,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmcs5jz071ugaan7799,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
10339,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmcs5k3071u6se0ha5o,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; yellow; white
10363,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmcs5k7071u5tascyte,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white; black
